#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2016-10-18T14:32:59 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5806326966da	
#INFO	-out.max=unlimited	
#INFO	queryParameters=46	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-nav=cat:B/sb9&tab:{B/sb9/main}&tab:{B/sb9/orbits}&key:source=B/sb9/main&key:source=B/sb9/orbits&HTTPPRM:&&-ref=VIZ5806326966da&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-order=I&-oc.form=sexa&-meta.foot=1&-meta=1&-meta.ucd=2&-file=.&-meta=1&-usenav=1&-bmark=POST&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=B/sb9/main,B/sb9/orbits
#-order=I
#-out=Seq
#-sort=Seq
#-joincol={B/sb9/main}.{Seq}
#-joincol=Seq
#-out=N
#-out=RAJ2000
#-out=DEJ2000
#-out=Comp
#-out=mag1
#-out=n_mag1
#-out=mag2
#-out=n_mag2
#-out=Sp1
#-out=Sp2
#-out=Name
#-out=Simbad
#Simbad=Simbad
#-out=o
#-out=Per
#-out=f_Per
#-out=e_Per
#-out=e
#-out=f_e
#-out=e_e
#-out=K1
#-out=K2
#-out=V0
#-out=rms1
#-out=rms2
#-out=Grade
#Grade=> -1
#-out=Ref
#SB8=SB8
#-out=Details
#Details=Details
#

#RESOURCE=join
#Name: #Join
#Title:  Join tables B/sb9/main,B/sb9/orbits
#
#Table	B_sb9_main_B_sb9_orbits:
#Name: B/sb9/main,B/sb9/orbits
#Title:
#Column	_RAJ20001	(F9.5)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra]
#Column	_DEJ20001	(F9.5)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec]
#Column	Seq1	(I4)	[1/3531] System Number (SB8 number when Seq<=1469) \linkRole{aliases and known periods for this binary } [NULL integer written as an empty string]	[ucd=meta.id;meta.main]
#Column	N1	(A1)	{\bf N} when a note exists	[ucd=phot.mag;em.IR.8-15um]
#Column	RAJ20001	(A11)	Right Ascension J2000	[ucd=pos.eq.ra;meta.main]
#Column	DEJ20001	(A11)	Declination J2000	[ucd=pos.eq.dec;meta.main]
#Column	Comp1	(a5)	Component	[ucd=meta.code.multip]
#Column	mag11	(F6.3)	? Magnitude of component 1	[ucd=phot.mag]
#Column	n_mag11	(A1)	[JPBVRyrIK] Filter in which mag1 is given	[ucd=meta.note]
#Column	mag21	(F6.3)	? Magnitude of component 2	[ucd=phot.mag]
#Column	n_mag21	(A1)	[PBVRyrIK] Filter in which mag2 is given	[ucd=meta.note]
#Column	Sp11	(a16)	MK Spectral type component 1	[ucd=src.spType]
#Column	Sp21	(a10)	MK Spectral type component 2	[ucd=src.spType]
#Column	Name1	(a29)	Name of the source (HIP when existing)	[ucd=meta.id]
#Column	Simbad1	(a6)	ask the {\bf\fg{FireBrick}Simbad} data-base about this object	[ucd=meta.ref.url]
#Column	N2	(A1)	{\bf N} when a note exists	[ucd=phot.mag;em.IR.8-15um]
#Column	o2	(I1)	Orbit number [NULL integer written as an empty string]	[ucd=meta.id]
#Column	Per2	(F12.4)	[0.05,116675] Period	[ucd=time.period]
#Column	f_Per2	(A1)	[a] a=assumed (fixed)	[ucd=meta.code]
#Column	e_Per2	(F12.4)	? Mean error on Per	[ucd=stat.error]
#Column	e2	(F6.4)	Orbital eccentricity	[ucd=src.orbital.eccentricity]
#Column	f_e2	(A1)	[>a] a=assumed (fixed) (1)	[ucd=meta.code]
#Column	e_e2	(F6.4)	? Mean error on eccentricity	[ucd=stat.error]
#Column	K12	(F7.2)	? Velocity amplitude of primary	[ucd=phys.veloc]
#Column	K22	(F7.2)	? Velocity amplitude of secondary	[ucd=phys.veloc]
#Column	V02	(F7.2)	? Systemtic velocity	[ucd=phys.veloc]
#Column	rms12	(F7.2)	? rms residuals of Radial Velocity primary	[ucd=stat.stdev]
#Column	rms22	(F7.2)	? rms residuals of Radial Velocity secondary	[ucd=stat.stdev]
#Column	Grade2	(F4.1)	? Grade of orbit (0=poor, 5=definitive)	[ucd=stat.weight]
#Column	Ref2	(a51)	Reference (bibcode) of orbit publication	[ucd=meta.bib]
#Column	Details2	(a7)	Detailed velocities and plots from http://sb9.astro.ulb.ac.be/	[ucd=meta.ref.url]
dec|ra|Seq|N|RAJ2000|DEJ2000|Comp|mag1|n_mag1|mag2|n_mag2|Sp1|Sp2|Name|Simbad|N|o|Per|f_Per|e_Per|e|f_e|e_e|K1|K2|V0|rms1|rms2|Grade|Ref|Details
+30.89700|206.55721| 779|N|13 46 13.73|+30 53 49.2|     | 6.550| |      | |F5              |          |HIP 67195                    |Simbad|N|1|     39.2800| |            |0.7900| |      |  43.20|       |  -8.20|       |       | 3.0|N1939                                              |Details
+30.89700|206.55721| 779|N|13 46 13.73|+30 53 49.2|     | 6.550| |      | |F5              |          |HIP 67195                    |Simbad|N|2|     39.2850| |      0.0001|0.7858| |0.0005|  45.44|  78.86|  -9.53|   0.02|   0.12| 5.0|2016MNRAS.458.3272K                                |Details
+25.70225|206.68050| 780|N|13 46 43.32|+25 42 08.1|     | 5.950|V|      | |F6IV-V          |          |HIP 67239                    |Simbad|N|1|     36.0400| |            |0.4900| |      |  54.00|  65.80|   6.50|       |       | 3.0|1926PDAO....3..331P                                |Details
 -0.59464|206.96917| 781|N|13 47 52.60|-00 35 40.7|     | 9.500| |10.000| |A2              |          |HIP 67313                    |Simbad|N|1|      0.6406| |            |0.0000| |      |  80.00|       |   9.00|       |       | 2.0|1952BAN....11..499K                                |Details
-41.68772|207.37617| 782|N|13 49 30.28|-41 41 15.8|     | 3.400|V|      | |B2V             |          |HIP 67464                    |Simbad|N|1|      2.6252| |            |0.0000| |      |  20.60|       |   9.10|       |       | 2.0|1971AJ.....76..544L                                |Details
-58.49919|207.64621| 783|N|13 50 35.09|-58 29 57.1|     | 8.490|V|      | |A7III           |A7III     |HIP 67556                    |Simbad|N|1|      4.1080| |            |0.0000| |      | 111.30| 109.40| -20.00|       |       | 3.0|1975A&A....45..203A                                |Details
+20.19017|207.29821| 784|N|13 49 11.57|+20 11 24.6|     |10.300|V|10.610|V|F8              |          |HIP 67431                    |Simbad|N|1|      0.3705| |            |0.0000| |      |  39.00| 245.00| 211.00|       |       | 1.0|1983MNRAS.203....1M                                |Details
+21.26411|207.42846| 785|N|13 49 42.83|+21 15 50.8|     | 4.910|V|      | |K4III           |          |HIP 67480                    |Simbad|N|1|    944.0000| |      8.0000|0.4100| |0.0900|   1.19|       |  -2.63|   0.60|       | 2.0|1985JApA....6...77G                                |Details
-32.99408|207.95667| 786|N|13 51 49.60|-32 59 38.7|B    | 6.060|V|      | |B8V             |          |HIP 67669                    |Simbad|N|1|     17.4280| |            |0.2100| |      |  17.00|       |  -0.30|       |       | 2.0|1987ApJS...64..487L                                |Details
-36.62356|207.98225| 787|N|13 51 55.74|-36 37 24.8|     | 8.400|V| 8.470|V|G0V             |G0V       |HIP 67682                    |Simbad|N|1|      0.3432| |            |0.0000| |      | 130.00| 190.00|  50.00|       |       | 1.0|1982PASP...94..195C                                |Details
+24.69561|207.81800| 788| |13 51 16.32|+24 41 44.2|     | 7.610|V|      | |K1III           |          |HIP 67615                    |Simbad| |1|    699.3000| |            |0.4000| |      |  14.90|       | -51.20|       |       | 4.0|1982JApA....3..101G                                |Details
-18.70900|208.16171| 789|N|13 52 38.81|-18 42 32.4|A    | 7.000| | 7.500| |A3              |A3        |HIP 67744                    |Simbad|N|1|      1.3155| |            |0.0000| |      |  93.00|       | -23.80|       |       | 3.0|1974PASP...86..267S                                |Details
-18.70900|208.16171| 790| |13 52 38.81|-18 42 32.4|B    | 7.000| | 7.500| |G8III           |A3        |HIP 67744                    |Simbad| |1|   2283.0586| |            |0.4900| |      |  18.30|       | -22.50|       |       | 3.0|N????                                              |Details
-18.70900|208.16171| 790| |13 52 38.81|-18 42 32.4|B    | 7.000| | 7.500| |G8III           |A3        |HIP 67744                    |Simbad| |2|   2274.3000| |      1.7000|0.4910| |0.0110|  17.76|       | -22.27|   0.47|       | 5.0|2007AN....328..527C                                |Details
-31.93178|208.30183| 791|N|13 53 12.44|-31 55 54.4|B    | 8.360|V|      | |Am              |          |CD -31 10727                 |Simbad|N|1|      4.8390| |            |0.0500| |      |  16.90|       | -18.70|       |       | 3.0|1987ApJS...64..487L                                |Details
-31.92761|208.30225| 792|N|13 53 12.54|-31 55 39.4|A    | 4.720|V|      | |B5IV            |          |HIP 67786                    |Simbad|N|1|      6.9301| |            |0.2500| |      |  21.00|       |   4.80|       |       | 1.0|1987ApJS...64..487L                                |Details
-47.28836|208.88496| 793|N|13 55 32.39|-47 17 18.1|     | 2.540|V|      | |B2IV            |          |HIP 68002                    |Simbad|N|1|      8.0240| |            |0.5000| |      | 110.70| 159.40|   6.50|       |       | 2.0|1942ApJ....97..394P                                |Details
+18.39772|208.67117| 794|N|13 54 41.08|+18 23 51.8|     | 2.690|V|      | |G0IV            |          |HIP 67927                    |Simbad|N|1|    494.1730| |            |0.2600| |      |   8.40|       |   1.00|       |       | 5.0|1957ApJ...125..696B                                |Details
+25.91872|209.03967| 795|N|13 56 09.52|+25 55 07.4|     | 6.790|V| 7.440|V|F2V             |F2V       |HIP 68064                    |Simbad|N|1|      4.9918| |            |0.0000| |      |  90.20|  93.00| -28.10|       |       | 5.0|1983AJ.....88.1242P                                |Details
+24.99842|209.37008| 796| |13 57 28.82|+24 59 54.3|     | 7.890|V|      | |K1III           |          |HIP 68180                    |Simbad| |1|    302.6700| |            |0.4900| |      |   8.60|       | -61.40|       |       | 4.0|1983JApA....4...23G                                |Details
 -1.66081|209.60358| 797|N|13 58 24.86|-01 39 38.9|     | 9.600|V|10.560|V|G0V             |G2V       |HIP 68258                    |Simbad|N|1|      0.8169| |            |0.0000| |      | 137.80| 135.20| -28.70|       |       | 2.0|1965PASP...77..367A                                |Details
-45.60342|210.43125| 798|N|14 01 43.50|-45 36 12.3|     | 4.340|V|      | |F7I-II          |          |HIP 68523                    |Simbad|N|1|    207.3570| |            |0.5500| |      |  12.70|       |  -7.80|       |       | 2.0|1983ApJS...53..553P                                |Details
+10.78678|210.88479| 799|N|14 03 32.35|+10 47 12.4|     | 6.360|V|      | |G8V             |          |HIP 68682                    |Simbad|N|1|   3618.4500| |            |0.5500| |      |   6.90|       | -12.20|       |       | 3.0|1987AJ.....93..683K                                |Details
+10.78678|210.88479| 799|N|14 03 32.35|+10 47 12.4|     | 6.360|V|      | |G8V             |          |HIP 68682                    |Simbad|N|2|   3617.0000| |      7.0000|0.4800| |0.0010|   6.41|       | -11.20|   0.02|       | 5.0|2002ApJS..141..503N                                |Details
+64.37586|211.09729| 800|N|14 04 23.35|+64 22 33.1|     | 3.650|V|      | |A0III           |          |HIP 68756                    |Simbad|N|1|     51.4167| |            |0.4000| |      |  49.70|       | -14.00|       |       | 4.0|1983A&AS...53..215E                                |Details
-11.15208|211.96846| 801|N|14 07 52.43|-11 09 07.5|     | 8.750|V| 9.500|V|F6-7V           |          |HIP 69029                    |Simbad|N|1|      4.6694| |            |0.0000| |      |  91.10|  90.70| -29.80|       |       | 4.0|1971ApJ...166..361P                                |Details
-45.28808|212.28108| 802|N|14 09 07.46|-45 17 17.1|     |15.800|V|      | |em              |          |GCVS V834 Cen                |Simbad|N|1|      0.0705| |            |0.0000| |      | 234.00|       |  18.00|       |       | 1.0|1987MNRAS.224..987R                                |Details
-51.50467|212.39596| 803|N|14 09 35.03|-51 30 16.8|A    | 5.960|V|      | |B9III           |          |HIP 69174                    |Simbad|N|1|     26.0050| |            |0.2000| |      |  39.60|       |   5.20|       |       | 3.0|1967RGOB..130..355B                                |Details
-51.50467|212.39596| 803|N|14 09 35.03|-51 30 16.8|A    | 5.960|V|      | |B9III           |          |HIP 69174                    |Simbad|N|2|     26.0360| |      0.0040|0.2640| |0.0070|  39.40|  63.10|   5.00|   2.60|   2.60| 5.0|2000A&A...355.1015D                                |Details
+25.09167|212.59971| 804| |14 10 23.93|+25 05 30.0|     | 4.820|V|      | |F8IV            |          |HIP 69226                    |Simbad| |1|      9.6045| |            |0.1900| |      |  67.40|  66.50|   9.10|       |       | 4.0|1976ApJS...30..273A                                |Details
+25.09167|212.59971| 804| |14 10 23.93|+25 05 30.0|     | 4.820|V|      | |F8IV            |          |HIP 69226                    |Simbad| |3|      9.6046| |      0.0000|0.1927| |0.0004|  67.29|  69.30|   9.58|   0.15|   0.15| 5.0|2006AJ....131.2652T                                |Details
 -0.84547|213.41996| 805| |14 13 40.79|-00 50 43.7|     | 5.930|V|      | |F6IV            |          |HIP 69493                    |Simbad| |1|      2.6960| |            |0.0000| |      |  24.30|       |  17.60|       |       | 3.0|1921ApJ....54..226D                                |Details
+77.54750|212.21221| 806|N|14 08 50.93|+77 32 51.0|     | 4.870|V|      | |K3III           |          |HIP 69112                    |Simbad|N|1|    605.8000| |            |0.1400| |      |  12.70|       |   5.90|       |       | 4.0|1971PASP...83..807S                                |Details
+51.78786|213.36587| 807|N|14 13 27.81|+51 47 16.3|B    | 6.690|V|      | |F8              |          |HIP 69481                    |Simbad|N|1|   1791.2300| |            |0.5300| |      |   7.20|       | -21.50|       |       | 2.0|1986AJ.....91.1416B                                |Details
-57.85436|214.23842| 808|N|14 16 57.22|-57 51 15.7|     | 7.270|V| 7.680|V|F0V             |          |HIP 69779                    |Simbad|N|1|      0.6057| |            |0.0000| |      |  56.00| 267.00| -16.00|       |       | 3.0|1984MNRAS.209..645K                                |Details
-18.71597|214.65942| 809|N|14 18 38.26|-18 42 57.5|     | 5.890|V|      | |A0p             |          |HIP 69929                    |Simbad|N|1|   1607.0700| |            |0.2100| |      |   7.50|       | -10.90|   1.12|       | 3.0|1969MNRAS.142..543H                                |Details
+10.51050|214.64875| 810|N|14 18 35.70|+10 30 37.8|     | 7.130| |      | |Am              |          |HIP 69923                    |Simbad|N|1|      7.3690| |            |0.2000| |      |  34.40|       | -29.00|       |       | 3.0|1932PDAO....6...79H                                |Details
-13.37108|214.77746| 811| |14 19 06.59|-13 22 15.9|     | 4.520|V|      | |Am              |          |HIP 69974                    |Simbad| |1|      1.9302| |            |0.1000| |      |  29.50|  33.50|  -5.40|       |       | 2.0|1961ApJS....6...37A                                |Details
-13.37108|214.77746| 811| |14 19 06.59|-13 22 15.9|     | 4.520|V|      | |Am              |          |HIP 69974                    |Simbad| |2|    206.6400| |      0.0500|0.0790| |0.0210|  24.80|  29.50|  -6.40|       |       | 4.0|1990Obs...110...43S                                |Details
+35.50950|214.49925| 812|N|14 17 59.82|+35 30 34.2|     | 4.800|V|      | |K0III           |          |HIP 69879                    |Simbad|N|1|    212.0850| |            |0.5700| |      |  20.10|       | -21.60|       |       | 5.0|1975PASP...87..285S                                |Details
-49.51903|217.58729| 813|N|14 30 20.95|-49 31 08.5|A    | 5.360|V|      | |A2V             |A2V       |HIP 70931                    |Simbad|N|1|     11.8200| |            |0.3300| |      |  76.60|  70.90|   6.30|       |       | 2.0|1973A&A....27..469K                                |Details
+19.21514|218.81575| 814|N|14 35 15.78|+19 12 54.5|     | 8.540|V|      | |sdO9            |gG0       |HIP 71332                    |Simbad|N|1|    871.7800| |            |0.2100| |      |  23.40|       |  -6.00|       |       | 3.0|1987MNRAS.226..249H                                |Details
-60.83397|219.90208| 815|N|14 39 36.50|-60 50 02.3|AB   |-0.010|V| 1.330|V|G2V             |K1V       |HIP 71683                    |Simbad|N|1|  29650.4000| |            |0.5300| |      |   5.00|   5.00| -21.60|       |       | 2.0|1918ApJ....48..182L                                |Details
-60.83397|219.90208| 815|N|14 39 36.50|-60 50 02.3|AB   |-0.010|V| 1.330|V|G2V             |K1V       |HIP 71683                    |Simbad|N|2|  29183.0000| |      4.7000|0.5190| |0.0013|   4.60|   5.50| -21.85|   1.14|   1.20| 5.0|1999A&A...344..172P                                |Details
-60.83397|219.90208| 815|N|14 39 36.50|-60 50 02.3|AB   |-0.010|V| 1.330|V|G2V             |K1V       |HIP 71683                    |Simbad|N|3|  29188.1000| |      4.0000|0.5179| |0.0008|   4.61|   5.45| -22.44|   0.99|   0.95| 5.1|2002A&A...386..280P                                |Details
-60.83397|219.90208| 815|N|14 39 36.50|-60 50 02.3|AB   |-0.010|V| 1.330|V|G2V             |K1V       |HIP 71683                    |Simbad|N|4|  29187.3320| |      2.8489|0.5240| |0.0011|   4.72|   5.48| -22.39|       |       | 5.0|2016A&A...586A..90P                                |Details
+35.92975|219.28675| 816|N|14 37 08.82|+35 55 47.1|     | 6.970|V|      | |A0              |          |HIP 71487                    |Simbad|N|1|      3.3328| |            |0.1400| |      |  74.20|       | -16.50|       |       | 4.0|1971PDDO....3...99G                                |Details
+21.97586|220.09112| 817|N|14 40 21.87|+21 58 33.1|AB   | 6.760| |      | |G0V             |          |HIP 71729                    |Simbad|N|1|    101.5600| |            |0.0400| |      |  19.20|       |       |       |       | 3.0|1937PDAO....7...99H                                |Details
+21.97586|220.09112| 818|N|14 40 21.87|+21 58 33.1|C    | 6.760| |      | |G0V             |          |HIP 71729                    |Simbad|N|1|   3320.0000| |            |0.2200| |      |   7.80|       |  -0.10|       |       | 2.0|1937PDAO....7...99H                                |Details
+48.72081|222.42204| 819|N|14 49 41.29|+48 43 14.9|B    | 5.600| |      | |F5              |          |HIP 72524                    |Simbad|N|1|     12.8220| |            |0.3900| |      |  58.30|  72.20| -28.20|       |       | 3.0|1922PDAO....2..167H                                |Details
+19.15281|223.34904| 820|N|14 53 23.77|+19 09 10.1|     | 6.000|V|      | |K1V             |          |HIP 72848                    |Simbad|N|1|    125.3690| |            |0.5100| |      |  19.50|       | -31.00|       |       | 4.0|1983PASP...95...79B                                |Details
+19.15281|223.34904| 820|N|14 53 23.77|+19 09 10.1|     | 6.000|V|      | |K1V             |          |HIP 72848                    |Simbad|N|2|    125.3960| |      0.0010|0.5100| |0.0010|  19.10|       | -31.27|   0.03|       | 5.0|2002ApJS..141..503N                                |Details
+45.29881|223.60217| 821|N|14 54 24.52|+45 17 55.7|     | 7.640| |      | |F5V             |          |HIP 72939                    |Simbad|N|1|      3.5508| |            |0.0000| |      |  70.10|       | -23.80|       |       | 4.0|1966JRASC..60..128H                                |Details
-42.98308|224.96954| 822|N|14 59 52.69|-42 58 59.1|     | 9.640|V|10.650|V|F2V             |          |CD -42 9876                  |Simbad|N|1|      0.4701| |            |0.0000| |      | 104.00| 243.00|  -9.60|       |       | 3.0|1984MNRAS.208..135H                                |Details
 -8.51894|225.24312| 823|N|15 00 58.35|-08 31 08.2|     | 4.920|V| 5.900|V|A0V             |G         |HIP 73473                    |Simbad|N|1|      2.3274| |            |0.0700| |      |  76.60| 218.70| -40.00|       |       | 3.0|1978ApJ...221..608T                                |Details
+65.93247|224.39587| 824|N|14 57 35.01|+65 55 56.9|     | 4.600|V|      | |gM7             |          |HIP 73199                    |Simbad|N|1|    748.9000| |            |0.1300| |      |   8.30|       |   6.20|       |       | 3.0|1986PASP...98..647B                                |Details
+14.75803|226.04500| 825| |15 04 10.80|+14 45 28.9|     | 9.000| |      | |K0III           |          |HIP 73721                    |Simbad| |1|    725.5000| |            |0.2900| |      |  10.40|       |  34.60|       |       | 3.0|1977Obs....97...18G                                |Details
+47.65406|225.94708| 826|N|15 03 47.30|+47 39 14.6|B    | 6.100|V| 6.550|V|G2V             |G2V       |HIP 73695                    |Simbad|N|1|      0.2678| |            |0.0000| |      | 115.40| 231.10|       |       |       | 2.0|1943ApJ....97..394P                                |Details
+47.65406|225.94708| 826|N|15 03 47.30|+47 39 14.6|B    | 6.100|V| 6.550|V|G2V             |G2V       |HIP 73695                    |Simbad|N|2|      0.2678| |            |0.0000| |      | 231.31| 112.70| -17.89|   5.50|   3.29| 5.0|2001AJ....122..402L                                |Details
-45.57939|226.99062| 827|N|15 07 57.75|-45 34 45.8|     | 7.740|V|      | |G5IV            |G5IV      |HIP 74049                    |Simbad|N|1|     17.8336| |            |0.2000| |      |  53.10|  52.20|   1.30|       |       | 3.0|1961RGOB...30...93E                                |Details
+39.97025|227.03804| 828|N|15 08 09.13|+39 58 12.9|     |10.410|V|11.000|V|G9              |          |HIP 74061                    |Simbad|N|1|      0.2972| |            |0.0000| |      |  33.00| 249.00| -36.70|       |       | 1.0|1983MNRAS.203....1M                                |Details
+39.97025|227.03804| 828|N|15 08 09.13|+39 58 12.9|     |10.410|V|11.000|V|G9              |          |HIP 74061                    |Simbad|N|2|      0.2972|a|            |0.0000|a|      |  57.80| 280.02| -46.57|   8.70|  10.49| 4.0|2009AJ....137.3646P                                |Details
+63.11711|226.95900| 829|N|15 07 50.16|+63 07 01.6|A    | 6.840|V|      | |F4III           |          |HIP 74037                    |Simbad|N|1|      2.4500| |            |0.0000| |      |  69.70|       |   1.90|       |       | 3.0|1961RGOB...45..367P                                |Details
-44.50042|228.20662| 830|N|15 12 49.59|-44 30 01.5|     | 4.810|V|      | |B3III           |          |HIP 74449                    |Simbad|N|1|      0.9014| |            |0.0300| |      |  22.00|       |  13.50|       |       | 2.0|1962PASP...74..323B                                |Details
-19.79172|228.05537| 831|N|15 12 13.29|-19 47 30.2|A    | 4.530|V|      | |B9IVp           |          |HIP 74392                    |Simbad|N|1|   8163.1600| |            |0.3500| |      |   3.40|       | -14.20|       |       | 1.0|N1966                                              |Details
-60.95725|229.23708| 832|N|15 16 56.90|-60 57 26.1|     | 5.080|V|      | |O9V             |O         |HIP 74778                    |Simbad|N|1|      3.9025| |            |0.0900| |      | 158.30|       |   9.20|       |       | 3.0|1969MNRAS.142..429T                                |Details
+38.56819|228.38554| 833|N|15 13 32.53|+38 34 05.5|     |10.000|P|11.000|P|sgG5            |sgG8      |HIP 74509                    |Simbad|N|1|      7.6061| |            |0.0500| |      |  69.00|  74.00| -48.00|       |       | 1.0|1946ApJ...103..114S                                |Details
+61.85703|227.95983| 834|N|15 11 50.36|+61 51 25.3|A    | 7.880|V| 8.480|V|F9V             |G0V       |HIP 74370                    |Simbad|N|1|      0.3501| |            |0.0000| |      |  93.90| 233.60| -65.20|       |       | 3.0|1986PASP...98...92B                                |Details
+61.86147|227.95879| 835|N|15 11 50.11|+61 51 41.3|B    | 8.610|V| 9.800|V|G3V             |G0V       |HIP 74368                    |Simbad|N|1|      0.2922| |            |0.0000| |      |  70.50| 251.50| -64.20|       |       | 3.0|1986PASP...98...92B                                |Details
-13.03919|229.20254| 836|N|15 16 48.61|-13 02 21.1|     | 7.100|V| 7.600|V|A2-3V           |(G3)      |HIP 74765                    |Simbad|N|1|      0.8830| |            |0.0900| |      |  86.90|       |   4.00|       |       | 2.0|1973MmSAI..44..231B                                |Details
+31.64706|229.54729| 837|N|15 18 11.35|+31 38 49.4|     | 7.650|V| 8.800| |B6V             |F8III-IV  |HIP 74881                    |Simbad|N|1|      3.4522| |            |0.0000| |      |  57.00| 200.00|  -8.50|       |       | 4.0|1981PDAO...15..419B                                |Details
+32.51489|229.87521| 838|N|15 19 30.05|+32 30 53.6|     | 6.140|V|      | |A7m             |F1        |HIP 75000                    |Simbad|N|1|      3.5773| |            |0.0900| |      |  59.40|  74.60| -22.20|       |       | 4.0|1976PASP...88...13B                                |Details
-44.68961|230.67029| 839|N|15 22 40.87|-44 41 22.6|A    | 3.360|V|      | |B3IV            |B3V       |HIP 75264                    |Simbad|N|1|      4.5598| |            |0.2600| |      |  56.10|  64.80|   7.90|       |       | 3.0|1970MNRAS.149...75T                                |Details
 -6.61050|230.85858| 840| |15 23 26.06|-06 36 37.8|     | 7.310|V|      | |K1III           |          |HIP 75325                    |Simbad| |1|     11.1345| |            |0.0000| |      |  38.60|       |  61.80|       |       | 4.0|1985AJ.....90.2581F                                |Details
-10.32228|231.04954| 841|N|15 24 11.89|-10 19 20.2|     | 4.930|V|      | |F5V             |          |HIP 75379                    |Simbad|N|1|    226.9500| |            |0.6800| |      |  14.00|       |  -9.70|       |       | 5.0|1931LicOB..15..120J                                |Details
+30.28781|230.80129| 842|N|15 23 12.31|+30 17 16.1|AB   | 4.980|V|      | |G0V             |          |HIP 75312                    |Simbad|N|1|  15179.5000| |            |0.2700| |      |   4.50|       |  -6.00|       |       | 1.0|1929ApJ....70..182C                                |Details
+30.28781|230.80129| 842|N|15 23 12.31|+30 17 16.1|AB   | 4.980|V|      | |G0V             |          |HIP 75312                    |Simbad|N|2|  15189.1000| |      2.9219|0.2756| |0.0011|   4.71|   5.28|  -7.41|   0.26|   0.59| 5.0|2000A&AS..145..215P                                |Details
+13.36481|230.99354| 843|N|15 23 58.45|+13 21 53.3|     | 8.300| |      | |G7III           |          |HIP 75356                    |Simbad|N|1|    507.0000| |            |0.0000| |      |   3.30|       |   0.40|       |       | 2.0|1979Obs....99....1G                                |Details
-36.76756|231.82554| 844|N|15 27 18.13|-36 46 03.2|A    | 5.450|V|      | |B4Vp            |          |HIP 75647                    |Simbad|N|1|      3.8275| |            |0.2500| |      |  12.60|       |  -0.80|       |       | 1.0|1987ApJS...64..487L                                |Details
+14.69342|231.58675| 845|N|15 26 20.82|+14 41 36.3|     | 7.900|V|      | |B5III           |          |HIP 75577                    |Simbad|N|1|    529.8000| |            |0.1100| |      |  15.80|       | -45.00|       |       | 3.0|1980ApJ...241.1045B                                |Details
+29.10569|231.95721| 846|N|15 27 49.73|+29 06 20.5|AB   | 3.660|V|      | |F0p             |          |HIP 75695                    |Simbad|N|1|   3833.5800| |            |0.4100| |      |   9.20|       | -18.00|       |       | 4.0|1944ApJ....99..134N                                |Details
+47.20153|232.18496| 847|N|15 28 44.39|+47 12 05.5|     | 6.150|V|      | |A5m             |          |HIP 75770                    |Simbad|N|1|    105.9500| |            |0.0000| |      |  10.80|       | -17.10|       |       | 2.0|1971AJ.....76..544L                                |Details
 -8.53358|233.09671| 848|N|15 32 23.21|-08 32 00.9|     | 9.160|V| 9.620|V|K2III           |          |HIP 76086                    |Simbad|N|1|      4.7678| |            |0.0500| |      |  33.40|       |  15.60|       |       | 2.0|1984ApJ...285..202B                                |Details
-41.16675|233.78521| 849|N|15 35 08.45|-41 10 00.3|A    | 2.780|V|      | |B2IV            |          |HIP 76297                    |Simbad|N|1|      2.8081| |            |0.1000| |      |  28.40|       |   0.60|       |       | 1.0|1987ApJS...64..487L                                |Details
+26.71469|233.67196| 850|N|15 34 41.27|+26 42 52.9|     | 2.230|V|      | |B9.5IV          |G         |HIP 76267                    |Simbad|N|1|     17.3599| |            |0.3700| |      |  35.40|  99.00|   1.40|       |       | 4.0|1986AJ.....91.1428T                                |Details
-26.27986|234.36875| 851|N|15 37 28.50|-26 16 47.5|     | 6.190|V|      | |B7IV            |          |HIP 76503                    |Simbad|N|1|      5.2766| |            |0.3300| |      |  37.00|       |   3.70|       |       | 1.0|1987ApJS...64..487L                                |Details
+63.90714|233.46275| 852|N|15 33 51.06|+63 54 25.7|A    | 7.300|V|      | |A5              |K0III     |HIP 76196                    |Simbad|N|1|      2.8067| |            |0.0200| |      |  63.40|       |   2.30|       |       | 4.0|1937PAAS....9..131P                                |Details
-29.77775|234.66404| 853|N|15 38 39.37|-29 46 39.9|     | 3.660|V|      | |B2.5V           |          |HIP 76600                    |Simbad|N|1|      3.2907| |            |0.2800| |      |  75.00| 167.00| -14.00|       |       | 1.0|1987ApJS...64..487L                                |Details
